n-gram	total_score	total_occurrences	average_score
priceless .	1.6	1	1.6
I think	-11.15000000000001	65	-0.17153846153846167
think there	0.3999999999999998	4	0.09999999999999995
there could	-0.8000000000000003	4	-0.20000000000000007
could be	15.100000000000003	35	0.4314285714285715
be but	-2.2	1	-2.2
but men	-2.2	1	-2.2
men do	-3.2	2	-1.6
do not	4.833333333333001	44	0.1098484848484773
not like	-6.0	7	-0.8571428571428571
like that	-18.000000000000004	16	-1.1250000000000002
that they	14.749999999999998	38	0.38815789473684204
they always	-2.2	1	-2.2
always wo	-2.2	1	-2.2
n't more	-2.2	1	-2.2
-------------------------------------------------------------------------------- The	0.0	1	0.0
The cell	0.0	1	0.0
cell is	0.0	1	0.0
the smallest	1.8	4	0.45
smallest unit	0.0	1	0.0
unit of	3.6	3	1.2
of biological	0.0	1	0.0
biological organisation	0.0	1	0.0
organisation that	0.0	1	0.0
that biologists	0.0	1	0.0
biologists consider	0.0	1	0.0
consider alive	0.0	1	0.0
alive .	-0.4	3	-0.13333333333333333
Looking back	-1.2	1	-1.2
back on	1.0000000000000002	10	0.10000000000000002
on it	-5.9	11	-0.5363636363636364
it I	-3.4000000000000004	2	-1.7000000000000002
I had	-13.483333333329998	36	-0.3745370370369444
a terrific	-1.2	1	-1.2
terrific childhood	-1.2	1	-1.2
childhood and	-1.2	1	-1.2
and teen	-1.2	1	-1.2
teen years	-1.2	1	-1.2
years .	8.35	13	0.6423076923076922
My brother	-0.6	1	-0.6
brother did	-0.6	1	-0.6
did one	-0.6	1	-0.6
one and	-2.2	6	-0.3666666666666667
and signed	1.0	2	0.5
signed up	-0.6	1	-0.6
up for	10.65	16	0.665625
the ``	-0.9999999999999999	8	-0.12499999999999999
`` Promo	-0.6	1	-0.6
Promo ''	-0.6	1	-0.6
'' offers	-0.6	1	-0.6
offers .	-0.26666666666699995	2	-0.13333333333349998
is very	0.0	15	0.0
very important	0.10000000000000009	5	0.020000000000000018
important !	-2.0	1	-2.0
Applicants must	2.0	1	2.0
must obtain	2.0	1	2.0
obtain an	2.0	1	2.0
an application	3.4	3	1.1333333333333333
application for	4.6	3	1.5333333333333332
the year	8.200000000000001	12	0.6833333333333335
year in	6.3999999999999995	5	1.2799999999999998
in which	12.8	15	0.8533333333333334
which they	7.200000000000001	4	1.8000000000000003
they wish	2.0	1	2.0
wish to	10.649999999999999	8	1.3312499999999998
to apply	1.8000000000000003	5	0.36000000000000004
apply .	3.0	2	1.5
You will	4.949999999999999	13	0.3807692307692307
will get	-4.800000000000001	14	-0.3428571428571429
get a	-10.35	28	-0.3696428571428571
a three	1.4	1	1.4
three day	1.4	1	1.4
day notice	1.4	1	1.4
notice to	1.4	1	1.4
to pay	8.133333333329999	22	0.36969696969681815
pay or	1.4	1	1.4
or quit	1.4	1	1.4
quit .	-1.0	2	-0.5
Those who	3.8000000000000003	5	0.76
who are	17.849999999999998	22	0.8113636363636363
are open	0.2	1	0.2
open to	-2.0	5	-0.4
to illumination	0.2	1	0.2
illumination .	0.2	1	0.2
Use a	1.0	4	0.25
a canny	0.6	1	0.6
canny collar	0.6	1	0.6
collar and	0.6	1	0.6
and possibly	3.4	3	1.1333333333333333
possibly a	-0.6	2	-0.3
a muzzle	0.6	1	0.6
muzzle initially	0.6	1	0.6
initially .	0.6	1	0.6
Then you	-2.0	5	-0.4
you go	-8.2	8	-1.025
go to	-33.283333333332976	50	-0.6656666666666595
the tree	-0.8	1	-0.8
tree stump	-0.8	1	-0.8
stump .	-0.8	1	-0.8
Its hard	-1.8	1	-1.8
hard to	2.9	20	0.145
to think	-1.9999999999999998	8	-0.24999999999999997
think that	-4.55	22	-0.20681818181818182
that he	45.350000000000016	59	0.7686440677966104
he only	-1.4000000000000001	3	-0.46666666666666673
only want	-1.8	1	-1.8
it for	-3.8	11	-0.34545454545454546
for money	-5.199999999999999	3	-1.7333333333333332
money ?	-3.8	2	-1.9
They have	-1.1102230246251565e-16	15	-7.401486830834377e-18
have no	-5.7	16	-0.35625
no standard	0.2	1	0.2
standard .	-0.7999999999999998	3	-0.2666666666666666
, there	7.749999999999999	13	0.596153846153846
there was	-0.6499999999999998	20	-0.03249999999999999
was n't	-17.250000000000004	11	-1.5681818181818186
n't .	-14.6	8	-1.825
Juliana became	0.8	1	0.8
became queen	0.8	1	0.8
queen of	0.8	1	0.8
the Netherlands	0.8	1	0.8
Netherlands .	0.8	1	0.8
We can	0.20000000000000018	5	0.040000000000000036
can only	-0.5500000000000004	8	-0.06875000000000005
only live	-0.4	1	-0.4
live it	-0.6000000000000001	2	-0.30000000000000004
it with	-3.3	9	-0.36666666666666664
with His	-0.4	1	-0.4
His help	-0.4	1	-0.4
But working	-2.2	1	-2.2
working on	5.2	10	0.52
a hangover	-2.2	1	-2.2
hangover sucks	-2.2	1	-2.2
sucks .	-4.4	2	-2.2
As they	4.6	4	1.15
not human	0.8	1	0.8
human ,	0.8	1	0.8
they have	-3.7000000000000015	39	-0.09487179487179491
no rights	0.8	1	0.8
rights .	11.25	8	1.40625
Possible ideas	-0.6	1	-0.6
ideas ...	-0.6	1	-0.6
... Baby	-0.6	1	-0.6
Baby clothes	-0.6	1	-0.6
clothes ;	-0.6	1	-0.6
; Diapers	-0.6	1	-0.6
Diapers ;	-0.6	1	-0.6
; wash	-0.6	1	-0.6
wash cloths	-0.6	1	-0.6
cloths ;	-0.6	1	-0.6
; Baby	-0.6	1	-0.6
Baby powder	-0.6	1	-0.6
powder .	-0.6	1	-0.6
be able	5.699999999999999	23	0.2478260869565217
able to	22.900000000000006	42	0.5452380952380954
see who	0.0	2	0.0
who the	-1.5999999999999999	4	-0.39999999999999997
the gifted	-0.2	1	-0.2
gifted one	-0.2	1	-0.2
one are	1.6	2	0.8
are .	0.6000000000000001	4	0.15000000000000002
Taking antibiotics	1.6	1	1.6
antibiotics is	1.6	1	1.6
is sometimes	1.6	1	1.6
sometimes the	1.6	2	0.8
the best	-12.283333333330006	51	-0.24084967320254913
best course	0.20000000000000018	2	0.10000000000000009
course of	3.2	6	0.5333333333333333
of action	2.4000000000000004	2	1.2000000000000002
action .	1.6	1	1.6
They will	2.0	5	0.4
will keep	-0.7999999999999999	4	-0.19999999999999998
keep the	3.8000000000000003	9	0.4222222222222223
the tank	0.2	1	0.2
tank clean	0.2	1	0.2
clean for	0.2	1	0.2
for you	-11.100000000000001	27	-0.41111111111111115
This course	2.0	1	2.0
course considers	2.0	1	2.0
considers connections	2.0	1	2.0
connections between	2.0	1	2.0
between punishment	2.0	1	2.0
punishment and	2.0	1	2.0
and politics	3.8	2	1.9
politics in	2.0	1	2.0
in the	461.1500000000034	703	0.6559743954480844
the contemporary	2.0	1	2.0
contemporary United	2.0	1	2.0
United States	29.000000000000004	23	1.2608695652173914
States .	2.0	1	2.0
Everything is	0.19999999999999996	3	0.06666666666666665
is final	1.8	1	1.8
final on	1.8	1	1.8
the day	1.4	9	0.15555555555555556
day the	1.8	1	1.8
the Judge	1.55	2	0.775
Judge signed	1.8	1	1.8
signed the	3.2	2	1.6
the decree	1.8	1	1.8
decree .	1.8	1	1.8
Here 's	1.55	2	0.775
a listing	1.8	1	1.8
listing of	2.6	2	1.3
of Canadian	1.8	1	1.8
Canadian universities	1.8	1	1.8
universities http://www.uwaterloo.ca/canu/	1.8	1	1.8
http://www.uwaterloo.ca/canu/ .	1.8	1	1.8
Also run	0.0	1	0.0
run HijackThis	0.0	1	0.0
HijackThis and	0.0	1	0.0
and submit	0.0	1	0.0
submit a	-1.4	2	-0.7
a log	0.0	1	0.0
log to	0.0	1	0.0
to one	3.7999999999999994	8	0.4749999999999999
one of	55.86666666666998	111	0.5033033033033332
the major	2.1999999999999997	4	0.5499999999999999
major antispyware	0.0	1	0.0
antispyware communities	0.0	1	0.0
The circle	1.4	1	1.4
circle around	1.4	1	1.4
around the	30.249999999999996	41	0.7378048780487804
the star	1.4	2	0.7
star symbolizes	1.4	1	1.4
symbolizes unity	1.4	1	1.4
unity and	1.4	1	1.4
and wholeness	1.4	1	1.4
wholeness .	1.4	1	1.4
Earth is	2.0	1	2.0
the only	9.3	31	0.30000000000000004
only planet	2.0	1	2.0
planet known	2.0	1	2.0
known to	2.2	3	0.7333333333333334
to have	31.200000000000006	75	0.4160000000000001
have life	2.0	1	2.0
life .	-6.800000000000001	11	-0.6181818181818183
` Maynard	0.0	1	0.0
Maynard 's	0.0	1	0.0
's Dick	0.0	1	0.0
Dick '	0.0	1	0.0
' by	0.0	1	0.0
by Maynard	0.0	1	0.0
Maynard James	0.0	1	0.0
James Keenan	0.0	1	0.0
Keenan or	0.0	1	0.0
or Tool	0.0	1	0.0
Tool .	0.0	1	0.0
Once logged	1.4	1	1.4
logged in	2.5999999999999996	2	1.2999999999999998
in ,	-0.6000000000000001	2	-0.30000000000000004
your Yahoo	0.3999999999999999	2	0.19999999999999996
Yahoo !	-4.8	6	-0.7999999999999999
! account	1.4	1	1.4
account information	1.4	1	1.4
information .	3.8	3	1.2666666666666666
I WILL	-1.8	1	-1.8
WILL PRAY	-1.8	1	-1.8
PRAY FOR	-1.8	1	-1.8
FOR HER	-1.8	1	-1.8
Paragraph 126	1.25	1	1.25
126 A	1.25	1	1.25
A .	-1.1	3	-0.3666666666666667
Tell yourself	-1.8	1	-1.8
yourself (	-1.8	1	-1.8
( very	-1.8	1	-1.8
very powerful	-1.8	2	-0.9
powerful !	-1.8	1	-1.8
! )	-13.9	8	-1.7375
it totally	-2.0	1	-2.0
totally rocks	-2.0	1	-2.0
rocks !	-2.0	1	-2.0
Just remeber	-0.4	1	-0.4
remeber to	-0.4	1	-0.4
to listen	2.4000000000000004	4	0.6000000000000001
listen to	-0.5999999999999994	7	-0.08571428571428563
the instructions	-0.8000000000000002	3	-0.2666666666666667
instructions what	-0.4	1	-0.4
what your	0.19999999999999996	2	0.09999999999999998
your dentist	-1.4	3	-0.4666666666666666
dentist will	-0.4	1	-0.4
will give	-1.0	4	-0.25
give you	0.8499999999999992	14	0.06071428571428566
him repeatedly	-2.6	1	-2.6
repeatedly that	-2.6	1	-2.6
that big	-4.0	3	-1.3333333333333333
big boys	-2.6	1	-2.6
boys sleep	-2.6	1	-2.6
sleep in	-2.6	2	-1.3
in their	20.25	30	0.675
their own	15.0	25	0.6
own beds	-2.6	1	-2.6
beds .	-2.6	1	-2.6
Agree with	-1.0	1	-1.0
with her	2.55	12	0.2125
her .	-8.149999999999999	11	-0.7409090909090907
Yoga just	-1.4	1	-1.4
just seems	-1.4	1	-1.4
seems like	-3.8000000000000003	5	-0.76
like its	-1.4	1	-1.4
just breathing	-1.4	1	-1.4
breathing exercises	-1.4	1	-1.4
exercises for	-1.4	1	-1.4
for pregnant	-1.4	1	-1.4
pregnant women	-0.3999999999999999	2	-0.19999999999999996
women !	-1.4	1	-1.4
driving with	-1.2	1	-1.2
with an	4.01666666667	14	0.28690476190499997
an overly	-1.2	1	-1.2
overly rich	-1.2	1	-1.2
rich engine	-1.2	1	-1.2
engine can	-1.2	1	-1.2
can cause	0.75	3	0.25
cause damage	-1.2	1	-1.2
damage ,	-1.2	1	-1.2
, slowly	-1.2	1	-1.2
slowly but	-1.2	1	-1.2
but definitley	-1.2	1	-1.2
definitley .	-1.2	1	-1.2
Nice try	-4.0	2	-2.0
try though	-2.4	1	-2.4
And it	-7.799999999999999	8	-0.9749999999999999
it had	6.0	11	0.5454545454545454
had all	0.6	1	0.6
all these	5.0	5	1.0
these different	0.8	2	0.4
different storys	0.6	1	0.6
storys but	0.6	1	0.6
but they	3.885780586188048e-16	13	2.9890619893754213e-17
they all	0.6	1	0.6
all connected	0.6	1	0.6
connected some	0.6	1	0.6
some how	0.6	1	0.6
how .	0.6	1	0.6
Hickory dickory	-2.4	1	-2.4
dickory dock	-4.4	2	-2.2
dock !	-2.4	1	-2.4
yes defending	-1.0	1	-1.0
defending the	-1.2	2	-0.6
the race	16.2	17	0.9529411764705882
race pays	-1.0	1	-1.0
pays very	-1.0	1	-1.0
very well	-4.550000000000001	7	-0.6500000000000001
well .	0.3666666666700005	19	0.019298245614210553
How much	0.8	1	0.8
much domestic	0.8	1	0.8
domestic violence	0.8	1	0.8
violence is	1.6	2	0.8
is attributed	0.8	1	0.8
attributed to	4.8	4	1.2
to marijuana	0.8	1	0.8
marijuana abuse	0.8	1	0.8
abuse ?	0.8	1	0.8
Fleas may	1.8	1	1.8
may also	7.799999999999999	8	0.9749999999999999
also serve	1.8	1	1.8
serve as	3.8	3	1.2666666666666666
as vectors	1.8	1	1.8
vectors for	1.8	1	1.8
for cat	1.8	1	1.8
cat -	-0.5999999999999999	2	-0.29999999999999993
- scratch	1.8	1	1.8
scratch and	1.8	1	1.8
and other	18.100000000000005	27	0.6703703703703705
other zoonotic	1.8	1	1.8
zoonotic diseases	1.8	1	1.8
diseases .	1.8	1	1.8
can you	-5.4	5	-1.08
you just	-7.399999999999999	6	-1.2333333333333332
just tell	-2.8	1	-2.8
tell me	-15.35	12	-1.2791666666666666
me who	-3.4	2	-1.7
the hell	-10.0	4	-2.5
hell fireater	-2.8	1	-2.8
fireater is	-2.8	1	-2.8
is ?	-5.6	3	-1.8666666666666665
Mine both	-0.6	1	-0.6
both sat	-0.6	1	-0.6
sat up	-0.6	1	-0.6
up around	-0.6	1	-0.6
around six	-0.6	1	-0.6
six months	3.4	3	1.1333333333333333
months and	1.7999999999999998	4	0.44999999999999996
and crawled	-0.6	1	-0.6
crawled around	-0.6	1	-0.6
around nine	-0.6	1	-0.6
nine months	1.2000000000000002	4	0.30000000000000004
months .	0.0	5	0.0
are called	3.4499999999999997	6	0.575
called ``	-3.4	2	-1.7
`` mommy	-2.4	1	-2.4
mommy ''	-2.4	1	-2.4
'' now	-2.4	1	-2.4
( p	-0.75	1	-0.75
p 278	-0.75	1	-0.75
278 )	-0.75	1	-0.75
Who is	-1.4	4	-0.35
is General	-1.0	1	-1.0
General Failure	-1.0	1	-1.0
Failure and	-1.0	1	-1.0
and why	-1.0	1	-1.0
why is	-3.400000000000001	4	-0.8500000000000002
is he	-10.399999999999999	5	-2.0799999999999996
he reading	-1.0	1	-1.0
reading my	-1.0	1	-1.0
my hard	-1.0	1	-1.0
hard disk	-1.0	1	-1.0
disk ?	-1.0	1	-1.0
Push them	-0.4	1	-0.4
them together	-0.4	1	-0.4
together hard	-0.4	1	-0.4
hard .	-4.800000000000001	3	-1.6000000000000003
I chose	-3.2	2	-1.6
chose somethin	-2.4	1	-2.4
somethin '	-2.4	1	-2.4
' else	-2.4	1	-2.4
else .	-4.4	9	-0.48888888888888893
that would	0.5999999999999999	28	0.021428571428571425
would offend	-4.2	3	-1.4000000000000001
offend me	-2.2	2	-1.1
me ,	-3.2000000000000015	15	-0.21333333333333343
then i	-7.2	3	-2.4
i woulnt	-2.2	1	-2.2
woulnt b	-2.2	1	-2.2
b much	-2.2	1	-2.2
much of	6.6	19	0.34736842105263155
a guest	-2.2	1	-2.2
, maybe	-1.7000000000000002	4	-0.42500000000000004
maybe your	-0.5	1	-0.5
your new	-0.2999999999999996	7	-0.0428571428571428
new pet	-0.5	1	-0.5
pet was	-0.5	1	-0.5
was scared	-0.5	1	-0.5
scared .	-2.75	2	-1.375
if he	-11.100000000000007	27	-0.41111111111111137
he treats	-3.0	1	-3.0
treats u	-3.0	1	-3.0
u right	-3.0	1	-3.0
's not	-19.6	16	-1.225
not the	10.099999999999996	27	0.37407407407407395
the end	9.999999999999998	30	0.33333333333333326
end of	20.7	30	0.69
world ...	-1.6	1	-1.6
... it	-6.4	4	-1.6
's hard	-1.6	1	-1.6
hard at	-1.6	1	-1.6
at times	-3.0000000000000004	8	-0.37500000000000006
times .	-2.6	6	-0.43333333333333335
To a	1.0	1	1.0
a point	5.0	7	0.7142857142857143
point i	1.0	1	1.0
i agree	-1.4	2	-0.7
agree .	1.0	1	1.0
DLL is	0.6	1	0.6
is :	3.1	2	1.55
: Dynamic	0.6	1	0.6
Dynamic library	0.6	1	0.6
library link	0.6	1	0.6
link it	0.6	1	0.6
a windows	0.6	1	0.6
windows system	0.6	1	0.6
system file	0.6	1	0.6
file .	0.6	1	0.6
Install Super	1.0	1	1.0
Super Antispyware	1.0	1	1.0
Antispyware .	1.0	1	1.0
Other Bible	2.0	1	2.0
Bible scholars	2.0	1	2.0
scholars believe	2.0	1	2.0
believe that	8.55	21	0.4071428571428572
that this	1.7833333333329995	14	0.12738095238092853
this may	2.4	3	0.7999999999999999
may have	5.2	13	0.4
have been	91.09999999999998	108	0.8435185185185183
been a	13.8	22	0.6272727272727273
a copyist	2.0	1	2.0
copyist error	2.0	1	2.0
error .	2.75	2	1.375
wear either	-0.6	1	-0.6
either boots	-0.6	1	-0.6
boots or	-0.6	1	-0.6
or ballet	-0.6	1	-0.6
ballet flats	-0.6	1	-0.6
flats .	-0.6	1	-0.6
he he	-5.6	2	-2.8
he ...	-2.8	1	-2.8
... well	-5.199999999999999	2	-2.5999999999999996
well ...	-2.8	1	-2.8
... whatever	-2.8	1	-2.8
whatever .	-2.8	1	-2.8
DNA is	2.4	1	2.4
is thought	3.4	2	1.7
thought to	9.200000000000001	7	1.3142857142857145
have originated	2.4	1	2.4
originated approximately	2.4	1	2.4
approximately 3.5	2.4	1	2.4
3.5 to	2.4	1	2.4
to 4.6	2.4	1	2.4
4.6 billion	2.4	1	2.4
billion years	2.4	1	2.4
years ago	8.4	9	0.9333333333333333
ago .	1.5999999999999994	4	0.39999999999999986
I got	-11.68333333333	12	-0.9736111111108333
got that	-1.4	2	-0.7
that bad	-0.2	2	-0.1
bad in	-0.2	1	-0.2
in my	-2.4	18	-0.13333333333333333
my first	3.15	8	0.39375
first pregnancy	-1.4	2	-0.7
pregnancy .	-1.6	4	-0.4
Metallica ,	-1.8	1	-1.8
, WASP	-1.8	1	-1.8
WASP ,	-1.8	1	-1.8
, Dio	-1.8	1	-1.8
Dio ,	-1.8	1	-1.8
, Iron	-1.8	1	-1.8
Iron Maiden	-1.8	1	-1.8
Maiden ,	-1.8	1	-1.8
, Judas	-1.8	1	-1.8
Judas Priest	-1.8	1	-1.8
no ,	-9.2	5	-1.8399999999999999
, I	38.316666666669974	131	0.29249363867687
I tough	-2.2	1	-2.2
tough it	-2.2	1	-2.2
it out	-14.799999999999997	12	-1.2333333333333332
Season 3	-0.8	1	-0.8
3 will	-0.8	1	-0.8
will definitely	-1.2000000000000002	2	-0.6000000000000001
definitely not	-0.8	1	-0.8
not air	-0.8	1	-0.8
air until	-0.8	1	-0.8
until 2007	-0.8	1	-0.8
2007 ,	-0.8	1	-0.8
, though	-1.0000000000000002	4	-0.25000000000000006
yes ,	-9.05	8	-1.13125
, it	-16.033333333330006	67	-0.239303482587015
it sounds	-7.200000000000001	7	-1.0285714285714287
sounds like	-16.6	14	-1.1857142857142857
like a	-14.900000000000007	42	-0.35476190476190494
a completely	-1.0	1	-1.0
completely dead	-1.0	1	-1.0
dead battery	-1.0	1	-1.0
battery .	-1.0	1	-1.0
You have	-3.000000000000001	18	-0.1666666666666667
have a	-13.149999999999995	95	-0.1384210526315789
a leak	0.0	1	0.0
leak somewhere	0.0	1	0.0
somewhere .	0.0	1	0.0
Is it	-4.2	8	-0.525
it fast	-0.6	1	-0.6
fast enough	-0.6	1	-0.6
enough ?	-0.6	1	-0.6
I '	-122.04999999999998	100	-1.2205
m sure	-4.550000000000001	7	-0.6500000000000001
sure your	1.2	2	0.6
your friend	-1.2000000000000002	6	-0.20000000000000004
friend will	0.0	1	0.0
will understand	0.0	1	0.0
understand one	0.0	1	0.0
one dance	0.0	1	0.0
dance .	-4.3	3	-1.4333333333333333
They actually	-1.4	1	-1.4
actually believe	-1.4	1	-1.4
that we	23.650000000000006	33	0.7166666666666668
we care	-1.4	1	-1.4
care what	-3.0	3	-1.0
what they	-7.000000000000002	18	-0.388888888888889
have to	-23.15	92	-0.25163043478260866
to moan	-1.4	1	-1.4
moan and	-1.4	1	-1.4
and groan	-1.4	1	-1.4
groan about	-1.4	1	-1.4
about .	-4.550000000000001	9	-0.5055555555555556
What can	-3.6	2	-1.8
can I	-1.2000000000000002	2	-0.6000000000000001
I say	-3.4000000000000004	4	-0.8500000000000001
say ?	-4.1	2	-2.05
u comin	-2.4	1	-2.4
comin to	-2.4	1	-2.4
to my	-1.2833333333299999	12	-0.10694444444416666
my house	-2.65	2	-1.325
house <	-2.4	1	-2.4
< 3	-2.4	1	-2.4
Maybe you	0.6000000000000001	2	0.30000000000000004
you should	-22.200000000000003	26	-0.8538461538461539
should have	4.05	17	0.23823529411764705
have listed	1.6	2	0.8
listed 10-20	0.4	1	0.4
10-20 a	0.4	1	0.4
a day	3.75	9	0.4166666666666667
day .	-0.25000000000000044	10	-0.025000000000000043
not all	3.2	2	1.6
all boards	1.4	1	1.4
boards will	1.4	1	1.4
will support	4.4	3	1.4666666666666668
support Registered	1.4	1	1.4
Registered RAM	1.4	1	1.4
RAM .	2.8	2	1.4
In time	-0.8	1	-0.8
time ,	0.7999999999999996	6	0.13333333333333328
be ok	-0.8	1	-0.8
ok .	-0.8	1	-0.8
Set aside	-2.0	1	-2.0
aside until	-2.0	1	-2.0
until bubbly	-2.0	1	-2.0
bubbly ,	-2.0	1	-2.0
, about	-4.8	2	-2.4
about 10	0.6000000000000001	4	0.15000000000000002
10 minutes	-2.4000000000000004	3	-0.8000000000000002
minutes .	-3.0	7	-0.42857142857142855
i ca	-7.0	3	-2.3333333333333335
ca n't	-54.35	38	-1.430263157894737
during the	36.95	37	0.9986486486486488
the argument	-2.2	1	-2.2
argument probably	-2.2	1	-2.2
probably .	-2.2	1	-2.2
i hate	-7.8	3	-2.6
hate those	-2.0	1	-2.0
those things	-2.0	1	-2.0
No need	-0.8	1	-0.8
to complicate	-0.8	1	-0.8
complicate things	-0.8	1	-0.8
things further	-0.8	1	-0.8
further .	-3.8	2	-1.9
It kills	-0.7999999999999999	2	-0.39999999999999997
kills 3	0.4	1	0.4
3 out	0.4	1	0.4
out of	17.200000000000003	69	0.24927536231884062
the 4	1.8000000000000003	3	0.6000000000000001
4 stages	0.4	1	0.4
stages of	0.4	1	0.4
the flea	0.4	1	0.4
flea life	0.4	1	0.4
life cycle	0.4	1	0.4
cycle .	0.6000000000000001	3	0.20000000000000004
my friend	-2.7333333333300005	5	-0.5466666666660001
friend is	-4.4	3	-1.4666666666666668
is going	-2.0999999999999996	18	-0.11666666666666664
going as	-2.4	1	-2.4
as an	12.15	23	0.5282608695652175
an emo	-2.4	1	-2.4
emo .	-2.4	1	-2.4
Wich is	-2.2	1	-2.2
is according	-2.2	1	-2.2
according to	47.59999999999997	53	0.8981132075471693
the exersise	-2.2	1	-2.2
exersise is	-2.2	1	-2.2
is not	16.033333333329995	93	0.17240143369172037
not true	-3.4000000000000004	2	-1.7000000000000002
true .	-5.2	8	-0.65
With smaller	0.6	1	0.6
smaller portions	0.6	1	0.6
portions they	0.6	1	0.6
they definitely	0.6	1	0.6
definitely could	0.6	1	0.6
could have	1.2000000000000002	10	0.12000000000000002
been stretched	0.6	1	0.6
stretched to	0.6	1	0.6
to about	5.0	6	0.8333333333333334
about a	0.8	15	0.05333333333333334
a hundred	-0.20000000000000007	2	-0.10000000000000003
hundred .	0.6	1	0.6
's one	-4.6	3	-1.5333333333333332
the biggest	3.8	14	0.2714285714285714
biggest holidays	-1.4	1	-1.4
holidays of	-1.4	1	-1.4
year .	0.25000000000000044	15	0.016666666666666698
ask her	-8.600000000000001	4	-2.1500000000000004
her if	-4.2	2	-2.1
if she	-10.0	6	-1.6666666666666667
she could	-2.6	5	-0.52
could hlep	-2.2	1	-2.2
hlep u	-2.2	1	-2.2
u in	-2.2	1	-2.2
in class	-2.2	1	-2.2
class .	-1.2000000000000002	2	-0.6000000000000001
Third you	0.8	1	0.8
you must	3.75	6	0.625
must burn	0.8	1	0.8
burn the	1.7000000000000002	3	0.5666666666666668
the copy	0.8	1	0.8
copy .	0.8	1	0.8
Cockatiels are	0.0	1	0.0
are usually	1.8000000000000003	5	0.36000000000000004
usually quite	0.6	2	0.3
quite and	0.0	1	0.0
and when	-3.25	4	-0.8125
when they	3.1499999999999995	23	0.13695652173913042
they actually	1.0	2	0.5
actually do	0.0	2	0.0
do sing	0.0	1	0.0
sing its	0.0	1	0.0
its not	-15.4	10	-1.54
not too	1.1	7	0.15714285714285717
too annoying	0.0	1	0.0
annoying .	-1.2	2	-0.6
No airport	-0.6	1	-0.6
airport in	-0.6	1	-0.6
in Ayodhya	-0.6	1	-0.6
Ayodhya .	-1.2	2	-0.6
I forgot	-3.4000000000000004	3	-1.1333333333333335
forgot about	-1.0	1	-1.0
about that	-11.899999999999999	10	-1.19
that one	-7.6	11	-0.6909090909090909
one !	-2.6	3	-0.8666666666666667
but reduce	-1.0	1	-1.0
reduce it	-1.0	1	-1.0
it and	-5.0	11	-0.45454545454545453
and get	-2.6500000000000004	12	-0.22083333333333335
get exercise	-1.0	1	-1.0
exercise .	0.8	2	0.4
Anyway ,	-5.8	3	-1.9333333333333333
, in	12.250000000000002	17	0.7205882352941178
in whatever	-1.6	2	-0.8
whatever case	-0.8	1	-0.8
case ,	2.1999999999999997	6	0.36666666666666664
is up	2.1999999999999997	4	0.5499999999999999
up to	17.299999999999997	46	0.37608695652173907
So in	0.4	2	0.2
in that	-1.0166666666669997	18	-0.05648148148149998
that respect	0.0	1	0.0
respect I	0.0	1	0.0
think it	-7.35	15	-0.49
is harmless	-0.4	2	-0.2
harmless .	0.0	1	0.0
I wish	-0.40000000000000036	9	-0.04444444444444448
wish there	0.6	1	0.6
was any	0.6	1	0.6
any easy	0.6	1	0.6
easy answer	0.6	1	0.6
answer .	-2.75	8	-0.34375
Because the	-3.4	2	-1.7
the air	-0.7999999999999998	3	-0.2666666666666666
air is	-1.4	1	-1.4
is thinner	-1.4	1	-1.4
thinner .	-1.4	1	-1.4
Actually ,	-1.2	1	-1.2
, this	15.149999999999999	17	0.8911764705882352
this perp	-1.2	1	-1.2
perp is	-1.2	1	-1.2
is just	-1.1500000000000001	9	-0.1277777777777778
just the	-2.8000000000000003	8	-0.35000000000000003
the sort	-1.2	1	-1.2
sort who	-1.2	1	-1.2
