n-gram	total_score	total_occurrences	average_score
to illumination .	0.2	1	0.2
Use a canny	0.6	1	0.6
a canny collar	0.6	1	0.6
canny collar and	0.6	1	0.6
collar and possibly	0.6	1	0.6
and possibly a	0.6	1	0.6
possibly a muzzle	0.6	1	0.6
a muzzle initially	0.6	1	0.6
muzzle initially .	0.6	1	0.6
Then you go	-0.8	1	-0.8
you go to	-3.6	4	-0.9
go to the	-3.1999999999999993	10	-0.31999999999999995
to the tree	-0.8	1	-0.8
the tree stump	-0.8	1	-0.8
tree stump .	-0.8	1	-0.8
Its hard to	-1.8	1	-1.8
hard to think	-1.8	1	-1.8
to think that	-1.8	1	-1.8
think that he	-1.8	1	-1.8
that he only	-1.8	1	-1.8
he only want	-1.8	1	-1.8
only want it	-1.8	1	-1.8
want it for	-1.8	1	-1.8
it for money	-1.8	1	-1.8
for money ?	-1.8	1	-1.8
They have no	0.2	1	0.2
have no standard	0.2	1	0.2
no standard .	0.2	1	0.2
No , there	-1.8	1	-1.8
, there was	-1.8	1	-1.8
there was n't	-1.8	1	-1.8
was n't .	-1.8	1	-1.8
Juliana became queen	0.8	1	0.8
became queen of	0.8	1	0.8
queen of the	0.8	1	0.8
of the Netherlands	0.8	1	0.8
the Netherlands .	0.8	1	0.8
We can only	-0.4	1	-0.4
can only live	-0.4	1	-0.4
only live it	-0.4	1	-0.4
live it with	-0.4	1	-0.4
it with His	-0.4	1	-0.4
with His help	-0.4	1	-0.4
His help .	-0.4	1	-0.4
But working on	-2.2	1	-2.2
working on a	-2.2	2	-1.1
on a hangover	-2.2	1	-2.2
a hangover sucks	-2.2	1	-2.2
hangover sucks .	-2.2	1	-2.2
As they are	0.8	1	0.8
they are not	2.6000000000000005	5	0.5200000000000001
are not human	0.8	1	0.8
not human ,	0.8	1	0.8
human , they	0.8	1	0.8
, they have	-1.2000000000000002	4	-0.30000000000000004
they have no	-1.4000000000000001	2	-0.7000000000000001
have no rights	0.8	1	0.8
no rights .	0.8	1	0.8
Possible ideas ...	-0.6	1	-0.6
ideas ... Baby	-0.6	1	-0.6
... Baby clothes	-0.6	1	-0.6
Baby clothes ;	-0.6	1	-0.6
clothes ; Diapers	-0.6	1	-0.6
; Diapers ;	-0.6	1	-0.6
Diapers ; wash	-0.6	1	-0.6
; wash cloths	-0.6	1	-0.6
wash cloths ;	-0.6	1	-0.6
cloths ; Baby	-0.6	1	-0.6
; Baby powder	-0.6	1	-0.6
Baby powder .	-0.6	1	-0.6
You will be	0.8	2	0.4
will be able	-0.8	6	-0.13333333333333333
be able to	5.699999999999999	23	0.2478260869565217
able to see	-0.2	1	-0.2
to see who	0.0	2	0.0
see who the	-0.2	1	-0.2
who the gifted	-0.2	1	-0.2
the gifted one	-0.2	1	-0.2
gifted one are	-0.2	1	-0.2
one are .	-0.2	1	-0.2
Taking antibiotics is	1.6	1	1.6
antibiotics is sometimes	1.6	1	1.6
is sometimes the	1.6	1	1.6
sometimes the best	1.6	1	1.6
the best course	0.20000000000000018	2	0.10000000000000009
best course of	0.20000000000000018	2	0.10000000000000009
course of action	1.6	1	1.6
of action .	1.6	1	1.6
They will keep	0.2	1	0.2
will keep the	0.2	1	0.2
keep the tank	0.2	1	0.2
the tank clean	0.2	1	0.2
tank clean for	0.2	1	0.2
clean for you	0.2	1	0.2
for you .	3.95	12	0.32916666666666666
This course considers	2.0	1	2.0
course considers connections	2.0	1	2.0
considers connections between	2.0	1	2.0
connections between punishment	2.0	1	2.0
between punishment and	2.0	1	2.0
punishment and politics	2.0	1	2.0
and politics in	2.0	1	2.0
politics in the	2.0	1	2.0
in the contemporary	2.0	1	2.0
the contemporary United	2.0	1	2.0
contemporary United States	2.0	1	2.0
United States .	2.0	1	2.0
Everything is final	1.8	1	1.8
is final on	1.8	1	1.8
final on the	1.8	1	1.8
on the day	3.6000000000000005	4	0.9000000000000001
the day the	1.8	1	1.8
day the Judge	1.8	1	1.8
the Judge signed	1.8	1	1.8
Judge signed the	1.8	1	1.8
signed the decree	1.8	1	1.8
the decree .	1.8	1	1.8
Here 's a	1.8	1	1.8
's a listing	1.8	1	1.8
a listing of	1.8	1	1.8
listing of Canadian	1.8	1	1.8
of Canadian universities	1.8	1	1.8
Canadian universities http://www.uwaterloo.ca/canu/	1.8	1	1.8
universities http://www.uwaterloo.ca/canu/ .	1.8	1	1.8
Also run HijackThis	0.0	1	0.0
run HijackThis and	0.0	1	0.0
HijackThis and submit	0.0	1	0.0
and submit a	0.0	1	0.0
submit a log	0.0	1	0.0
a log to	0.0	1	0.0
log to one	0.0	1	0.0
to one of	1.1999999999999997	5	0.23999999999999994
one of the	33.449999999999996	57	0.5868421052631578
of the major	-0.2	2	-0.1
the major antispyware	0.0	1	0.0
major antispyware communities	0.0	1	0.0
The circle around	1.4	1	1.4
circle around the	1.4	1	1.4
around the star	1.4	1	1.4
the star symbolizes	1.4	1	1.4
star symbolizes unity	1.4	1	1.4
symbolizes unity and	1.4	1	1.4
unity and wholeness	1.4	1	1.4
and wholeness .	1.4	1	1.4
Earth is the	2.0	1	2.0
is the only	1.5999999999999999	7	0.22857142857142856
the only planet	2.0	1	2.0
only planet known	2.0	1	2.0
planet known to	2.0	1	2.0
known to have	2.0	1	2.0
to have life	2.0	1	2.0
have life .	2.0	1	2.0
` Maynard 's	0.0	1	0.0
Maynard 's Dick	0.0	1	0.0
's Dick '	0.0	1	0.0
Dick ' by	0.0	1	0.0
' by Maynard	0.0	1	0.0
by Maynard James	0.0	1	0.0
Maynard James Keenan	0.0	1	0.0
James Keenan or	0.0	1	0.0
Keenan or Tool	0.0	1	0.0
or Tool .	0.0	1	0.0
Once logged in	1.4	1	1.4
logged in ,	1.4	1	1.4
in , you	1.4	1	1.4
, you will	5.800000000003	6	0.9666666666671667
all your Yahoo	1.4	1	1.4
your Yahoo !	0.3999999999999999	2	0.19999999999999996
Yahoo ! account	1.4	1	1.4
! account information	1.4	1	1.4
account information .	1.4	1	1.4
I WILL PRAY	-1.8	1	-1.8
WILL PRAY FOR	-1.8	1	-1.8
PRAY FOR HER	-1.8	1	-1.8
Paragraph 126 A	1.25	1	1.25
126 A .	1.25	1	1.25
Tell yourself (	-1.8	1	-1.8
yourself ( very	-1.8	1	-1.8
( very powerful	-1.8	1	-1.8
very powerful !	-1.8	1	-1.8
powerful ! !	-1.8	1	-1.8
! ! )	-6.8	3	-2.2666666666666666
it totally rocks	-2.0	1	-2.0
totally rocks !	-2.0	1	-2.0
Just remeber to	-0.4	1	-0.4
remeber to listen	-0.4	1	-0.4
to listen to	2.2	3	0.7333333333333334
listen to the	-0.4	1	-0.4
to the instructions	-0.4	1	-0.4
the instructions what	-0.4	1	-0.4
instructions what your	-0.4	1	-0.4
what your dentist	-0.4	1	-0.4
your dentist will	-0.4	1	-0.4
dentist will give	-0.4	1	-0.4
will give you	-2.0	2	-1.0
give you .	-0.4	1	-0.4
tell him repeatedly	-2.6	1	-2.6
him repeatedly that	-2.6	1	-2.6
repeatedly that big	-2.6	1	-2.6
that big boys	-2.6	1	-2.6
big boys sleep	-2.6	1	-2.6
boys sleep in	-2.6	1	-2.6
sleep in their	-2.6	1	-2.6
in their own	1.0	3	0.3333333333333333
their own beds	-2.6	1	-2.6
own beds .	-2.6	1	-2.6
Agree with her	-1.0	1	-1.0
with her .	-3.8500000000000005	5	-0.7700000000000001
Yoga just seems	-1.4	1	-1.4
just seems like	-1.4	1	-1.4
seems like its	-1.4	1	-1.4
like its just	-1.4	1	-1.4
its just breathing	-1.4	1	-1.4
just breathing exercises	-1.4	1	-1.4
breathing exercises for	-1.4	1	-1.4
exercises for pregnant	-1.4	1	-1.4
for pregnant women	-1.4	1	-1.4
pregnant women !	-1.4	1	-1.4
driving with an	-1.2	1	-1.2
with an overly	-1.2	1	-1.2
an overly rich	-1.2	1	-1.2
overly rich engine	-1.2	1	-1.2
rich engine can	-1.2	1	-1.2
engine can cause	-1.2	1	-1.2
can cause damage	-1.2	1	-1.2
cause damage ,	-1.2	1	-1.2
damage , slowly	-1.2	1	-1.2
, slowly but	-1.2	1	-1.2
slowly but definitley	-1.2	1	-1.2
but definitley .	-1.2	1	-1.2
Nice try though	-2.4	1	-2.4
try though .	-2.4	1	-2.4
And it had	0.6	1	0.6
it had all	0.6	1	0.6
had all these	0.6	1	0.6
all these different	0.6	1	0.6
these different storys	0.6	1	0.6
different storys but	0.6	1	0.6
storys but they	0.6	1	0.6
but they all	0.6	1	0.6
they all connected	0.6	1	0.6
all connected some	0.6	1	0.6
connected some how	0.6	1	0.6
some how .	0.6	1	0.6
Hickory dickory dock	-2.4	1	-2.4
dickory dock !	-2.4	1	-2.4
dock ! !	-2.4	1	-2.4
yes defending the	-1.0	1	-1.0
defending the race	-1.0	1	-1.0
the race pays	-1.0	1	-1.0
race pays very	-1.0	1	-1.0
pays very well	-1.0	1	-1.0
very well .	-1.0	1	-1.0
How much domestic	0.8	1	0.8
much domestic violence	0.8	1	0.8
domestic violence is	0.8	1	0.8
violence is attributed	0.8	1	0.8
is attributed to	0.8	1	0.8
attributed to marijuana	0.8	1	0.8
to marijuana abuse	0.8	1	0.8
marijuana abuse ?	0.8	1	0.8
Fleas may also	1.8	1	1.8
may also serve	1.8	1	1.8
also serve as	1.8	1	1.8
serve as vectors	1.8	1	1.8
as vectors for	1.8	1	1.8
vectors for cat	1.8	1	1.8
for cat -	1.8	1	1.8
cat - scratch	1.8	1	1.8
- scratch and	1.8	1	1.8
scratch and other	1.8	1	1.8
and other zoonotic	1.8	1	1.8
other zoonotic diseases	1.8	1	1.8
zoonotic diseases .	1.8	1	1.8
can you just	-2.8	1	-2.8
you just tell	-2.8	1	-2.8
just tell me	-2.8	1	-2.8
tell me who	-2.8	1	-2.8
me who the	-2.8	1	-2.8
who the hell	-2.8	1	-2.8
the hell fireater	-2.8	1	-2.8
hell fireater is	-2.8	1	-2.8
fireater is ?	-2.8	1	-2.8
Mine both sat	-0.6	1	-0.6
both sat up	-0.6	1	-0.6
sat up around	-0.6	1	-0.6
up around six	-0.6	1	-0.6
around six months	-0.6	1	-0.6
six months and	-0.6	1	-0.6
months and crawled	-0.6	1	-0.6
and crawled around	-0.6	1	-0.6
crawled around nine	-0.6	1	-0.6
around nine months	-0.6	1	-0.6
nine months .	-0.6	1	-0.6
they are called	-2.4	1	-2.4
are called ``	-2.4	1	-2.4
called `` mommy	-2.4	1	-2.4
`` mommy ''	-2.4	1	-2.4
mommy '' now	-2.4	1	-2.4
( p 278	-0.75	1	-0.75
p 278 )	-0.75	1	-0.75
Who is General	-1.0	1	-1.0
is General Failure	-1.0	1	-1.0
General Failure and	-1.0	1	-1.0
Failure and why	-1.0	1	-1.0
and why is	-1.0	1	-1.0
why is he	-1.0	1	-1.0
is he reading	-1.0	1	-1.0
he reading my	-1.0	1	-1.0
reading my hard	-1.0	1	-1.0
my hard disk	-1.0	1	-1.0
hard disk ?	-1.0	1	-1.0
Push them together	-0.4	1	-0.4
them together hard	-0.4	1	-0.4
together hard .	-0.4	1	-0.4
I chose somethin	-2.4	1	-2.4
chose somethin '	-2.4	1	-2.4
somethin ' else	-2.4	1	-2.4
' else .	-2.4	1	-2.4
that would offend	-4.2	2	-2.1
would offend me	-2.2	2	-1.1
offend me ,	-2.2	1	-2.2
me , then	-2.2	1	-2.2
, then i	-2.2	1	-2.2
then i woulnt	-2.2	1	-2.2
i woulnt b	-2.2	1	-2.2
woulnt b much	-2.2	1	-2.2
b much of	-2.2	1	-2.2
much of a	-2.0	3	-0.6666666666666666
of a guest	-2.2	1	-2.2
No , maybe	-0.5	1	-0.5
, maybe your	-0.5	1	-0.5
maybe your new	-0.5	1	-0.5
your new pet	-0.5	1	-0.5
new pet was	-0.5	1	-0.5
pet was scared	-0.5	1	-0.5
was scared .	-0.5	1	-0.5
if he treats	-3.0	1	-3.0
he treats u	-3.0	1	-3.0
treats u right	-3.0	1	-3.0
it 's not	-10.450000000000001	7	-1.492857142857143
's not the	-2.4000000000000004	3	-0.8000000000000002
not the end	-1.6	1	-1.6
the end of	17.7	24	0.7374999999999999
end of the	5.8	15	0.38666666666666666
of the world	0.7999999999999998	6	0.1333333333333333
the world ...	-1.6	1	-1.6
world ... it	-1.6	1	-1.6
... it 's	-3.2	2	-1.6
it 's hard	-1.6	1	-1.6
's hard at	-1.6	1	-1.6
hard at times	-1.6	1	-1.6
at times .	-2.4	3	-0.7999999999999999
To a point	1.0	1	1.0
a point i	1.0	1	1.0
point i agree	1.0	1	1.0
i agree .	1.0	1	1.0
DLL is :	0.6	1	0.6
is : Dynamic	0.6	1	0.6
: Dynamic library	0.6	1	0.6
Dynamic library link	0.6	1	0.6
library link it	0.6	1	0.6
link it 's	0.6	1	0.6
's a windows	0.6	1	0.6
a windows system	0.6	1	0.6
windows system file	0.6	1	0.6
system file .	0.6	1	0.6
Install Super Antispyware	1.0	1	1.0
Super Antispyware .	1.0	1	1.0
Other Bible scholars	2.0	1	2.0
Bible scholars believe	2.0	1	2.0
scholars believe that	2.0	1	2.0
believe that this	2.25	2	1.125
that this may	2.0	1	2.0
this may have	2.0	1	2.0
may have been	5.799999999999999	4	1.4499999999999997
have been a	4.2	5	0.8400000000000001
been a copyist	2.0	1	2.0
a copyist error	2.0	1	2.0
copyist error .	2.0	1	2.0
wear either boots	-0.6	1	-0.6
either boots or	-0.6	1	-0.6
boots or ballet	-0.6	1	-0.6
or ballet flats	-0.6	1	-0.6
ballet flats .	-0.6	1	-0.6
he he he	-2.8	1	-2.8
he he ...	-2.8	1	-2.8
he ... well	-2.8	1	-2.8
... well ...	-2.8	1	-2.8
well ... whatever	-2.8	1	-2.8
... whatever .	-2.8	1	-2.8
DNA is thought	2.4	1	2.4
is thought to	3.4	2	1.7
thought to have	2.4	1	2.4
to have originated	2.4	1	2.4
have originated approximately	2.4	1	2.4
originated approximately 3.5	2.4	1	2.4
approximately 3.5 to	2.4	1	2.4
3.5 to 4.6	2.4	1	2.4
to 4.6 billion	2.4	1	2.4
4.6 billion years	2.4	1	2.4
billion years ago	2.4	1	2.4
years ago .	2.6	2	1.3
I got that	-0.2	1	-0.2
got that bad	-0.2	1	-0.2
that bad in	-0.2	1	-0.2
bad in my	-0.2	1	-0.2
in my first	-0.2	1	-0.2
my first pregnancy	-1.4	2	-0.7
first pregnancy .	-0.2	1	-0.2
Metallica , WASP	-1.8	1	-1.8
, WASP ,	-1.8	1	-1.8
WASP , Dio	-1.8	1	-1.8
, Dio ,	-1.8	1	-1.8
Dio , Iron	-1.8	1	-1.8
, Iron Maiden	-1.8	1	-1.8
Iron Maiden ,	-1.8	1	-1.8
Maiden , Judas	-1.8	1	-1.8
, Judas Priest	-1.8	1	-1.8
no , I	-2.2	1	-2.2
, I tough	-2.2	1	-2.2
I tough it	-2.2	1	-2.2
tough it out	-2.2	1	-2.2
it out .	-10.399999999999999	6	-1.7333333333333332
Season 3 will	-0.8	1	-0.8
3 will definitely	-0.8	1	-0.8
will definitely not	-0.8	1	-0.8
definitely not air	-0.8	1	-0.8
not air until	-0.8	1	-0.8
air until 2007	-0.8	1	-0.8
until 2007 ,	-0.8	1	-0.8
2007 , though	-0.8	1	-0.8
, though .	-1.2000000000000002	2	-0.6000000000000001
yes , it	-2.6	2	-1.3
, it sounds	-3.2	2	-1.6
it sounds like	-2.0	4	-0.5
sounds like a	-4.199999999999999	4	-1.0499999999999998
like a completely	-1.0	1	-1.0
a completely dead	-1.0	1	-1.0
completely dead battery	-1.0	1	-1.0
dead battery .	-1.0	1	-1.0
You have a	0.0	4	0.0
have a leak	0.0	1	0.0
a leak somewhere	0.0	1	0.0
leak somewhere .	0.0	1	0.0
Is it fast	-0.6	1	-0.6
it fast enough	-0.6	1	-0.6
fast enough ?	-0.6	1	-0.6
I ' m	-82.49999999999999	61	-1.3524590163934425
' m sure	-4.550000000000001	7	-0.6500000000000001
m sure your	0.0	1	0.0
sure your friend	0.0	1	0.0
your friend will	0.0	1	0.0
friend will understand	0.0	1	0.0
will understand one	0.0	1	0.0
understand one dance	0.0	1	0.0
one dance .	0.0	1	0.0
They actually believe	-1.4	1	-1.4
actually believe that	-1.4	1	-1.4
believe that we	-1.4	1	-1.4
that we care	-1.4	1	-1.4
we care what	-1.4	1	-1.4
care what they	-2.0	2	-1.0
what they have	-1.4	1	-1.4
they have to	-1.2	3	-0.39999999999999997
have to moan	-1.4	1	-1.4
to moan and	-1.4	1	-1.4
moan and groan	-1.4	1	-1.4
and groan about	-1.4	1	-1.4
groan about .	-1.4	1	-1.4
What can I	-1.6	1	-1.6
can I say	-1.6	1	-1.6
I say ?	-1.6	1	-1.6
u comin to	-2.4	1	-2.4
comin to my	-2.4	1	-2.4
to my house	-2.65	2	-1.325
my house <	-2.4	1	-2.4
house < 3	-2.4	1	-2.4
Maybe you should	0.4	1	0.4
you should have	0.4	1	0.4
should have listed	0.4	1	0.4
have listed 10-20	0.4	1	0.4
listed 10-20 a	0.4	1	0.4
10-20 a day	0.4	1	0.4
a day .	4.0	3	1.3333333333333333
not all boards	1.4	1	1.4
all boards will	1.4	1	1.4
boards will support	1.4	1	1.4
will support Registered	1.4	1	1.4
support Registered RAM	1.4	1	1.4
Registered RAM .	1.4	1	1.4
In time ,	-0.8	1	-0.8
time , it	-2.4000000000000004	2	-1.2000000000000002
, it will	-2.2	4	-0.55
will be ok	-0.8	1	-0.8
be ok .	-0.8	1	-0.8
Set aside until	-2.0	1	-2.0
aside until bubbly	-2.0	1	-2.0
until bubbly ,	-2.0	1	-2.0
bubbly , about	-2.0	1	-2.0
, about 10	-2.0	1	-2.0
about 10 minutes	-2.0	1	-2.0
10 minutes .	-0.19999999999999996	2	-0.09999999999999998
i ca n't	-7.0	3	-2.3333333333333335
ca n't .	-5.0	2	-2.5
during the argument	-2.2	1	-2.2
the argument probably	-2.2	1	-2.2
argument probably .	-2.2	1	-2.2
i hate those	-2.0	1	-2.0
hate those things	-2.0	1	-2.0
No need to	-0.8	1	-0.8
need to complicate	-0.8	1	-0.8
to complicate things	-0.8	1	-0.8
complicate things further	-0.8	1	-0.8
things further .	-0.8	1	-0.8
It kills 3	0.4	1	0.4
kills 3 out	0.4	1	0.4
3 out of	0.4	1	0.4
out of the	17.8	24	0.7416666666666667
of the 4	0.4	1	0.4
the 4 stages	0.4	1	0.4
4 stages of	0.4	1	0.4
stages of the	0.4	1	0.4
of the flea	0.4	1	0.4
the flea life	0.4	1	0.4
flea life cycle	0.4	1	0.4
life cycle .	0.4	1	0.4
my friend is	-2.4	1	-2.4
friend is going	-2.4	1	-2.4
is going as	-2.4	1	-2.4
going as an	-2.4	1	-2.4
as an emo	-2.4	1	-2.4
an emo .	-2.4	1	-2.4
Wich is according	-2.2	1	-2.2
is according to	-2.2	1	-2.2
according to the	21.800000000000004	22	0.9909090909090911
to the exersise	-2.2	1	-2.2
the exersise is	-2.2	1	-2.2
exersise is not	-2.2	1	-2.2
is not true	-3.4000000000000004	2	-1.7000000000000002
not true .	-2.2	1	-2.2
With smaller portions	0.6	1	0.6
smaller portions they	0.6	1	0.6
portions they definitely	0.6	1	0.6
they definitely could	0.6	1	0.6
definitely could have	0.6	1	0.6
could have been	-0.4	5	-0.08
have been stretched	0.6	1	0.6
been stretched to	0.6	1	0.6
stretched to about	0.6	1	0.6
to about a	0.6	1	0.6
about a hundred	0.6	1	0.6
a hundred .	0.6	1	0.6
it 's one	-1.4	1	-1.4
's one of	-3.0	2	-1.5
of the biggest	1.6653345369377348e-16	4	4.163336342344337e-17
the biggest holidays	-1.4	1	-1.4
biggest holidays of	-1.4	1	-1.4
holidays of the	-1.4	1	-1.4
of the year	3.4000000000000004	9	0.3777777777777778
the year .	-0.5999999999999999	2	-0.29999999999999993
ask her if	-2.2	1	-2.2
her if she	-2.2	1	-2.2
if she could	-2.0	2	-1.0
she could hlep	-2.2	1	-2.2
could hlep u	-2.2	1	-2.2
hlep u in	-2.2	1	-2.2
u in class	-2.2	1	-2.2
in class .	-2.2	1	-2.2
Third you must	0.8	1	0.8
you must burn	0.8	1	0.8
must burn the	0.8	1	0.8
burn the copy	0.8	1	0.8
the copy .	0.8	1	0.8
Cockatiels are usually	0.0	1	0.0
are usually quite	0.6	2	0.3
usually quite and	0.0	1	0.0
quite and when	0.0	1	0.0
and when they	-2.0	2	-1.0
when they actually	0.0	1	0.0
they actually do	0.0	1	0.0
actually do sing	0.0	1	0.0
do sing its	0.0	1	0.0
sing its not	0.0	1	0.0
its not too	-0.8	2	-0.4
not too annoying	0.0	1	0.0
too annoying .	0.0	1	0.0
No airport in	-0.6	1	-0.6
airport in Ayodhya	-0.6	1	-0.6
in Ayodhya .	-0.6	1	-0.6
I forgot about	-1.0	1	-1.0
forgot about that	-1.0	1	-1.0
about that one	-1.0	1	-1.0
that one !	-1.0	1	-1.0
but reduce it	-1.0	1	-1.0
reduce it and	-1.0	1	-1.0
it and get	-2.0	2	-1.0
and get exercise	-1.0	1	-1.0
get exercise .	-1.0	1	-1.0
Anyway , in	-0.8	1	-0.8
, in whatever	-0.8	1	-0.8
in whatever case	-0.8	1	-0.8
whatever case ,	-0.8	1	-0.8
case , it	0.19999999999999996	2	0.09999999999999998
, it is	10.7	19	0.5631578947368421
it is up	-0.8	1	-0.8
is up to	0.7999999999999999	3	0.26666666666666666
up to you	-2.0	4	-0.5
to you .	-1.9999999999999996	15	-0.1333333333333333
So in that	0.0	1	0.0
in that respect	0.0	1	0.0
that respect I	0.0	1	0.0
respect I think	0.0	1	0.0
I think it	-1.8	4	-0.45
think it is	-1.95	3	-0.65
it is harmless	0.0	1	0.0
is harmless .	0.0	1	0.0
I wish there	0.6	1	0.6
wish there was	0.6	1	0.6
there was any	0.6	1	0.6
was any easy	0.6	1	0.6
any easy answer	0.6	1	0.6
easy answer .	0.6	1	0.6
Because the air	-1.4	1	-1.4
the air is	-1.4	1	-1.4
air is thinner	-1.4	1	-1.4
is thinner .	-1.4	1	-1.4
Actually , this	-1.2	1	-1.2
, this perp	-1.2	1	-1.2
this perp is	-1.2	1	-1.2
perp is just	-1.2	1	-1.2
is just the	-1.2	1	-1.2
just the sort	-1.2	1	-1.2
the sort who	-1.2	1	-1.2
sort who should	-1.2	1	-1.2
who should be	-1.2	1	-1.2
should be locked	-1.2	1	-1.2
be locked up	-1.2	1	-1.2
locked up permanently	-1.2	1	-1.2
up permanently .	-1.2	1	-1.2
Stale McDonald 's	-1.6	1	-1.6
McDonald 's French	-1.6	1	-1.6
's French fries	-1.6	1	-1.6
French fries .	-1.6	1	-1.6
take a fork	-3.0	1	-3.0
a fork and	-3.0	1	-3.0
fork and stick	-3.0	1	-3.0
and stick it	-3.0	1	-3.0
stick it at	-3.0	1	-3.0
it at da	-3.0	1	-3.0
at da ends	-3.0	1	-3.0
da ends .	-3.0	1	-3.0
try EB games	-1.8	1	-1.8
EB games ,	-1.8	1	-1.8
games , they	-1.8	1	-1.8
they have tons	-3.4000000000000004	2	-1.7000000000000002
have tons of	-3.4000000000000004	2	-1.7000000000000002
tons of used	-1.8	1	-1.8
of used games	-1.8	1	-1.8
They are some	1.4	2	0.7
are some of	0.6	1	0.6
some of the	11.999999999999998	25	0.4799999999999999
of the largest	0.39999999999999997	2	0.19999999999999998
the largest job	0.6	1	0.6
largest job boards	0.6	1	0.6
job boards where	0.6	1	0.6
boards where you	0.6	1	0.6
where you can	0.39999999999999997	4	0.09999999999999999
you can upload	0.6	1	0.6
can upload your	0.6	1	0.6
upload your resume	0.6	1	0.6
your resume .	0.6	1	0.6
the rise of	-1.0	1	-1.0
rise of a	-1.0	1	-1.0
of a new	-1.2	2	-0.6
a new world	-1.0	1	-1.0
it has a	0.0	2	0.0
has a high	0.0	1	0.0
a high level	0.0	2	0.0
high level of	3.2	4	0.8
level of vitamin	0.0	1	0.0
of vitamin K	0.0	1	0.0
vitamin K and	0.0	1	0.0
K and a	0.0	1	0.0
and a high	0.0	1	0.0
level of ron	0.0	1	0.0
of ron .	0.0	1	0.0
Maybe that will	0.2	1	0.2
that will help	2.0	2	1.0
will help give	0.2	1	0.2
help give you	0.2	1	0.2
give you a	1.4500000000000002	6	0.2416666666666667
you a good	0.2	1	0.2
a good idea	-1.4	4	-0.35
good idea of	0.2	1	0.2
idea of what	-0.39999999999999997	2	-0.19999999999999998
of what you	-1.6	3	-0.5333333333333333
what you can	-0.39999999999999997	2	-0.19999999999999998
you can obtain	0.2	1	0.2
can obtain !	0.2	1	0.2
3 ) To	-0.4	1	-0.4
) To name	-0.4	1	-0.4
To name one	-0.4	1	-0.4
name one would	-0.4	1	-0.4
one would be	-0.4	1	-0.4
would be to	2.4000000000000004	4	0.6000000000000001
be to say	-0.4	1	-0.4
to say that	-1.9999999999999998	5	-0.39999999999999997
say that there	-0.4	1	-0.4
that there is	3.3000000000000003	7	0.4714285714285715
there is a	12.0	15	0.8
is a best	-0.4	1	-0.4
a best .	-0.4	1	-0.4
Today 's youth	1.8	1	1.8
's youth is	1.8	1	1.8
youth is denoted	1.8	1	1.8
is denoted by	1.8	1	1.8
denoted by energy	1.8	1	1.8
by energy -	1.8	1	1.8
energy - abundant	1.8	1	1.8
- abundant and	1.8	1	1.8
abundant and enormous	1.8	1	1.8
and enormous energy	1.8	1	1.8
enormous energy .	1.8	1	1.8
Reward him when	0.8	1	0.8
him when he	2.0	2	1.0
when he goes	0.8	1	0.8
he goes out	0.8	1	0.8
goes out side	0.8	1	0.8
out side .	0.8	1	0.8
looks like you	-1.6	2	-0.8
like you are	-1.4	2	-0.7
you are going	-1.4	3	-0.4666666666666666
are going have	-1.0	1	-1.0
going have to	-1.0	1	-1.0
have to give	-1.0	1	-1.0
to give it	-1.0	1	-1.0
give it a	-1.0	1	-1.0
it a little	-1.0	1	-1.0
a little time	-1.6	2	-0.8
little time .	-1.0	1	-1.0
In addition ,	5.800000000000001	4	1.4500000000000002
addition , the	2.0	2	1.0
, the disease	1.2	1	1.2
the disease was	1.2	1	1.2
disease was more	1.2	1	1.2
was more frequently	1.2	1	1.2
more frequently fatal	1.2	1	1.2
frequently fatal than	1.2	1	1.2
fatal than it	1.2	1	1.2
than it is	1.0	2	0.5
it is today	2.5999999999999996	2	1.2999999999999998
is today .	2.5999999999999996	2	1.2999999999999998
Bake covered in	0.0	1	0.0
covered in oven	0.0	1	0.0
in oven when	0.0	1	0.0
oven when almost	0.0	1	0.0
when almost cooked	0.0	1	0.0
almost cooked add	0.0	1	0.0
cooked add sauce	0.0	1	0.0
add sauce and	0.0	1	0.0
sauce and remove	0.0	1	0.0
and remove foil	0.0	1	0.0
remove foil .	0.0	1	0.0
why do n't	-0.2	1	-0.2
n't you get	-4.4	3	-1.4666666666666668
you get her	-0.2	1	-0.2
get her a	-0.2	1	-0.2
her a potted	-0.2	1	-0.2
a potted Hibiscus	-0.2	1	-0.2
potted Hibiscus !	-0.2	1	-0.2
Nothing , celebrate	-0.6	1	-0.6
, celebrate when	-0.6	1	-0.6
celebrate when it	-0.6	1	-0.6
when it 's	-0.6	1	-0.6
it 's been	-0.6	1	-0.6
's been a	-0.6	1	-0.6
been a year	-0.6	1	-0.6
Mitosis is the	1.8	1	1.8
is the even	1.8	1	1.8
the even division	1.8	1	1.8
even division of	1.8	1	1.8
division of DNA	1.8	1	1.8
of DNA into	1.8	1	1.8
DNA into two	1.8	1	1.8
into two daughter	1.8	1	1.8
two daughter cells	1.8	1	1.8
daughter cells .	1.8	1	1.8
that tells me	-2.6	1	-2.6
tells me ``	-2.6	1	-2.6
me `` I	-2.6	1	-2.6
`` I ca	-2.6	1	-2.6
I ca n't	-14.05	14	-1.0035714285714286
ca n't ,	-4.35	2	-2.175
n't , and	-2.6	1	-2.6
, and I	-0.4999999999999998	11	-0.045454545454545435
and I wo	-2.6	1	-2.6
